bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P892,S59,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0
P892,S59,4,9.18,9.18,0,1,0,0,9.18,9.18,0,0,0,1,0.0,0.0
P892,S59,4,9.6,0.41999999999999993,0,1,0,0,9.6,9.6,0,1,0,2,0.0,0.41999999999999993
P892,S59,4,13.74,4.140000000000001,0,1,0,0,13.74,13.74,0,2,0,3,0.0,4.5600000000000005
P892,S59,4,14.13,0.39000000000000057,0,1,0,0,14.13,14.13,0,3,0,4,0.0,4.950000000000001
P892,S59,4,14.64,0.5099999999999998,0,1,0,0,14.64,14.64,0,4,0,5,0.0,5.460000000000001
P892,S59,4,20.02,5.379999999999999,1,0,0,0,20.02,20.02,0,0,1,5,0.0,0.0
P892,S59,4,20.02,0.0,1,0,1,0,0.0,20.02,1,0,0,5,0.0,0.0
P892,S59,4,24.54,4.52,1,0,0,0,4.52,24.54,0,0,1,5,0.0,0.0
P892,S59,4,24.93,0.39000000000000057,1,0,0,0,4.91,24.93,1,0,2,5,0.39000000000000057,0.0
P892,S59,4,26.8,1.870000000000001,1,0,0,0,6.780000000000001,26.8,2,0,3,5,2.2600000000000016,0.0
P892,S59,4,27.22,0.41999999999999815,1,0,0,0,7.199999999999999,27.22,3,0,4,5,2.6799999999999997,0.0
P892,S59,4,27.99,0.7699999999999996,1,0,0,0,7.969999999999999,27.99,4,0,5,5,3.4499999999999993,0.0
P892,S59,4,31.31,3.3200000000000003,0,1,0,0,11.29,31.31,0,0,5,6,0.0,0.0
P892,S59,4,35.54,4.23,1,0,0,0,15.52,35.54,0,0,6,6,0.0,0.0
P892,S59,4,35.54,0.0,1,0,1,0,0.0,35.54,1,0,0,6,0.0,0.0
P892,S59,4,39.84,4.300000000000004,1,0,0,0,4.300000000000004,39.84,0,0,1,6,0.0,0.0
P892,S59,4,40.29,0.44999999999999574,1,0,0,0,4.75,40.29,1,0,2,6,0.44999999999999574,0.0
P892,S59,4,42.15,1.8599999999999994,1,0,0,0,6.609999999999999,42.15,2,0,3,6,2.309999999999995,0.0
P892,S59,4,42.51,0.35999999999999943,1,0,0,0,6.969999999999999,42.51,3,0,4,6,2.6699999999999946,0.0
P892,S59,4,43.73,1.2199999999999989,1,0,0,0,8.189999999999998,43.73,4,0,5,6,3.8899999999999935,0.0
P892,S59,4,44.17,0.44000000000000483,1,0,0,0,8.630000000000003,44.17,5,0,6,6,4.329999999999998,0.0
P892,S59,4,44.55,0.37999999999999545,1,0,0,0,9.009999999999998,44.55,6,0,7,6,4.709999999999994,0.0
P892,S59,4,44.9,0.3500000000000014,1,0,0,0,9.36,44.9,7,0,8,6,5.059999999999995,0.0
P892,S59,4,46.84,1.9400000000000048,1,0,0,0,11.300000000000004,46.84,8,0,9,6,7.0,0.0
P892,S59,4,48.11,1.269999999999996,1,0,0,0,12.57,48.11,9,0,10,6,8.269999999999996,0.0
P892,S59,4,48.48,0.36999999999999744,1,0,0,0,12.939999999999998,48.48,10,0,11,6,8.639999999999993,0.0
P892,S59,4,48.87,0.39000000000000057,1,0,0,0,13.329999999999998,48.87,11,0,12,6,9.029999999999994,0.0
P892,S59,4,50.21,1.3400000000000034,1,0,0,0,14.670000000000002,50.21,12,0,13,6,10.369999999999997,0.0
