bird,session,pair,time,time_diff,resp_RI,resp_RR,reward_RI,reward_RR,time_since_last_reward_RI,time_since_last_reward_RR,visit_lenght_response_RI,visit_lenght_response_RR,responses_before_reward_RI,responses_before_reward_RR,visit_lenght_time_RI,visit_lenght_time_RR
P796,S92,9,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0
P796,S92,9,736.3,736.3,1,0,0,0,736.3,736.3,0,0,1,0,0.0,0.0
P796,S92,9,737.75,1.4500000000000455,0,1,0,0,737.75,737.75,0,0,1,1,0.0,0.0
P796,S92,9,737.86,0.11000000000001364,0,1,0,0,737.86,737.86,0,1,1,2,0.0,0.11000000000001364
P796,S92,9,738.07,0.21000000000003638,0,1,0,0,738.07,738.07,0,2,1,3,0.0,0.32000000000005
P796,S92,9,738.27,0.1999999999999318,0,1,0,0,738.27,738.27,0,3,1,4,0.0,0.5199999999999818
P796,S92,9,738.47,0.20000000000004547,0,1,0,0,738.47,738.47,0,4,1,5,0.0,0.7200000000000273
P796,S92,9,738.9,0.42999999999995,0,1,0,0,738.9,738.9,0,5,1,6,0.0,1.1499999999999773
P796,S92,9,739.16,0.2599999999999909,0,1,0,0,739.16,739.16,0,6,1,7,0.0,1.4099999999999682
P796,S92,9,739.26,0.10000000000002274,0,1,0,0,739.26,739.26,0,7,1,8,0.0,1.509999999999991
P796,S92,9,739.73,0.4700000000000273,0,1,0,0,739.73,739.73,0,8,1,9,0.0,1.9800000000000182
P796,S92,9,739.84,0.11000000000001364,0,1,0,0,739.84,739.84,0,9,1,10,0.0,2.090000000000032
P796,S92,9,740.11,0.2699999999999818,0,1,0,0,740.11,740.11,0,10,1,11,0.0,2.3600000000000136
P796,S92,9,740.19,0.08000000000004093,0,1,0,0,740.19,740.19,0,11,1,12,0.0,2.4400000000000546
P796,S92,9,741.26,1.0699999999999363,0,1,0,0,741.26,741.26,0,12,1,13,0.0,3.509999999999991
P796,S92,9,741.41,0.14999999999997726,0,1,0,0,741.41,741.41,0,13,1,14,0.0,3.659999999999968
P796,S92,9,741.6,0.19000000000005457,0,1,0,0,741.6,741.6,0,14,1,15,0.0,3.8500000000000227
P796,S92,9,741.87,0.2699999999999818,0,1,0,0,741.87,741.87,0,15,1,16,0.0,4.1200000000000045
P796,S92,9,741.94,0.07000000000005002,0,1,0,0,741.94,741.94,0,16,1,17,0.0,4.190000000000055
P796,S92,9,742.17,0.2299999999999045,0,1,0,0,742.17,742.17,0,17,1,18,0.0,4.419999999999959
P796,S92,9,742.36,0.19000000000005457,0,1,0,0,742.36,742.36,0,18,1,19,0.0,4.610000000000014
P796,S92,9,742.66,0.2999999999999545,0,1,0,0,742.66,742.66,0,19,1,20,0.0,4.909999999999968
P796,S92,9,743.1,0.44000000000005457,0,1,0,0,743.1,743.1,0,20,1,21,0.0,5.350000000000023
